Project URL,Branch Name,Run,Cover Version,Cover Runtime (minutes),Total Lines of Code,Coverable Lines of Code,Total Pitest Mutations,Existing Test Count,Existing Line Coverage,Existing Covered Pitest Mutations,Existing Pitest Test Strength,Diffblue Test Count,Diffblue Line Coverage,Diffblue Covered Pitest Mutations,Diffblue Pitest Test Strength,Combined Line Coverage,Combined Covered Pitest Mutations,Combined Pitest Test Strength
https://github.com/Diffblue-benchmarks/Thingsboard-thingsboard,https://github.com/Diffblue-benchmarks/Thingsboard-thingsboard/tree/diffblue-auto-pov,,2025.11.01,4310.30,126961,141473,,2328,14.27%,,,26293,23.17%,,,28.43%,,
